VariableName,Gas:Facility,Electricity:Facility
KeyValue,,
4093,47411691.94288086,4472507875.069656
4094,47388830.39249786,4509060378.102074
4095,63409902.22624973,4740492489.186077
4096,31538746.21912269,4371162614.000739
4097,31483318.002359476,3643025287.776957
4098,23580744.89029377,3514770127.8004303
4099,30775272.735288527,3014568662.7641273
4100,84507711.86955619,2870046112.6355057
4101,7882313.125077417,1257684183.5796845
4102,7881663.965936732,1079971049.9077723
4103,7881548.955296676,1035971138.4901614
4104,7881397.069298914,1035971128.5200871
4105,7881254.945949826,1035971128.8121407
4106,7882132.013698922,1035971128.023913
4107,7881997.528977168,1079971040.0629826
4108,7890214.948503101,1134660314.9899313
4109,124427036.53868179,1366599739.9712558
4110,145612343.14370227,1800804993.2264862
4111,56059715.716528535,4200870921.2885838
4112,56394107.21334818,4439277567.670054
4113,55392923.776535146,4410771154.644564
4114,63468981.83003648,4456299804.170446
4115,71656422.16639426,4293419525.3904924
4116,79529162.08243798,4518273802.535166
4117,39498875.20572948,4529272265.738125
4118,47396859.6152722,4516380360.06473
4119,63408509.06740532,4694510956.904423
4120,31533750.318098385,4253813111.88363
4121,31483757.626994133,3487551565.162294
4122,23580864.256165955,3357440338.7873526
4123,23597909.677185073,2813378711.8356276
4124,22673394.05692777,2695541477.4005184
4125,7881823.945501989,1257684172.43565
4126,7881663.514310271,1079971039.43757
4127,7881530.420031729,1035971127.89377
4128,7881367.627762848,1035971117.9678676
4129,7880063.205257957,1035971118.2887743
4130,7882059.871828676,1035971117.6689415
4131,7881907.64412901,1079971029.8496315
4132,15707872.641335657,1134660309.075483
4133,40693820.67174395,1936583406.7304103
4134,75791085.86770706,2356824975.4815745
4135,47829893.51483824,4438393055.667695
4136,55363364.17246425,4547026684.940533
4137,55393991.61753594,4529078278.643818
4138,63468304.04835893,4632207451.623806
4139,71647498.55238985,4543720364.162351
4140,79529476.95946084,4824229755.304318
4141,39507511.74187945,4871113763.755861
4142,47393301.98128839,4890626849.7989025
4143,63409820.062737904,5105770189.413246
4144,31540018.45182988,4658494082.474581
4145,31484154.20211842,3903679173.035368
4146,23581332.696775243,3807316384.0828686
4147,23596833.71732332,3357140818.3997064
4148,7889769.88149106,3389834747.231723
4149,7881951.123493395,1257684163.5015793
4150,7881772.668438497,1079971029.8579738
4151,7881621.26705581,1035971118.1692299
4152,7881434.306466328,1035971108.4046869
4153,7881256.9998272555,1035971108.7863493
4154,7882092.897734045,1035971108.5181829
4155,7881922.515863092,1079971020.0292823
4156,7890048.284246562,1134660283.2504022
4157,17220710.583062597,2480484765.6156964
4158,26404066.77399801,2876344591.044883
4159,47418959.0564362,4848453273.573906
4160,55372198.98376574,4804206409.607166
4161,47477857.169099726,4793040859.569701
4162,63469132.49006053,4976808837.02712
4163,79603991.14199625,4968836221.865719
4164,71563255.65523265,5140672900.053381
4165,47402842.00579752,5100440920.925723
4166,47378141.95686255,5162673266.682737
4167,55479817.605439,5394413560.312396
4168,39401334.898715965,4964046092.309711
4169,31481515.623563275,4177310164.4412365
4170,15745772.066632494,4067149933.140158
4171,23596202.20001042,3942931995.722471
4172,28405341.797223367,3865655310.7189026
4173,7881266.463515388,1257684152.8924131
4174,7882103.462238897,1079971020.1197414
4175,7881933.113042193,1035971106.479629
4176,7881713.960896874,856544479.0275906
4177,7881524.241476611,856544479.3282225
4178,7881337.463330268,856544479.688986
4179,7881151.253466001,900544392.1484923
4180,7890334.078318792,865520335.8989974
4181,16353617.950339662,3020174461.9950147
4182,49362153.370163076,3120350670.392124
4183,27120216.937733725,4039123864.521307
4184,33412333.379091885,3884938304.466446
4185,24756424.25312552,3744209461.962914
4186,32413131.706891112,3760193300.0517535
4187,23662897.819979846,3721258647.2459474
4188,31459030.438735515,3649551740.8062067
4189,15765261.617989184,2714463578.139097
4190,23567234.362238947,2701459636.6819544
4191,15739484.24248443,2981985893.604761
4192,15701139.91825278,2751376503.5703535
4193,7887500.318189498,2140772193.2722657
4194,7887523.978747912,1960055532.5587842
4195,15702404.719976418,1752958562.0141437
4196,7892153.33523038,1076550597.0533938
4197,7880214.373831449,988544217.1648761
4198,7881930.64691041,900544392.3766071
4199,7881743.865345355,856544480.5018651
4200,7879263.635924851,856542836.3690146
4201,7878826.384040847,856542834.3639091
4202,71999.99999988762,856542826.6280589
4203,7879222.2928758925,900542737.0892574
4204,15702924.520297898,865518696.4137872
4205,71999.99999988762,1347182265.9286027
4206,7879033.736911487,1795785472.9128957
4207,7878998.671142973,2022098612.1226897
4208,7878999.036744701,1768509219.143308
4209,7878981.545977144,1871884735.2309961
4210,7884372.716797357,1657126427.115433
4211,7884655.366876702,1599818660.1642644
4212,7892792.979661725,1614662195.5965557
4213,15697507.28244965,1576248135.8823287
4214,71999.99999988762,1766960348.5417526
4215,7879228.1235177,2157417213.4632215
4216,7879293.080922991,2164111159.3178544
4217,7879358.013444713,2295241553.2736716
4218,7879258.39720207,2118108661.2039099
4219,71999.99999988762,2257466678.6317854
4220,15700708.092777265,1263739213.466597
4221,7878608.860855274,1172973817.3850179
4222,71999.99999988762,900542736.0935193
4223,7879005.430598103,856542831.2555177
4224,7881623.726132686,1035971078.8084772
4225,7881394.973168607,1035971079.0325075
4226,7881173.60328816,1035971079.5069071
4227,7881950.504476699,1079970991.4382813
4228,7889942.023747079,1134660235.65169
4229,15701729.579084462,2710176140.5901337
4230,23611273.79178563,3130785639.7454095
4231,47410944.91800926,5185746138.598398
4232,55366980.951311894,5168454092.878691
4233,47464067.34592338,4921031216.455833
4234,63463311.59231111,4920675215.669498
4235,79588244.96448171,4713629790.845107
4236,71555012.69195855,4904947360.6611395
4237,47378275.987588584,4941918956.76818
4238,39496824.36357422,5003267130.397307
4239,63398144.558194116,5242135965.53297
4240,31534867.119458314,4803423075.890145
4241,31478620.895507332,4052264784.7909636
4242,15742742.564023696,3945024225.8049455
4243,23599352.035755422,3448797242.774784
4244,15707522.348784085,3360977309.662221
4245,7881372.445275277,1257684123.5683222
4246,7881152.029324107,1079970991.9311032
4247,7881928.959944336,1035971079.1608545
4248,7881690.8002083395,1328731822.5783346
4249,7881422.910139732,1035971068.3756267
4250,7881185.532723927,1035971069.4745585
4251,7881943.296366664,1079970981.456389
4252,7889418.893623031,1134660208.0508308
4253,7968887.96765748,2803338859.220402
4254,31457356.53307274,3225578060.060925
4255,47398017.19690988,5299524957.832261
4256,47449648.949138954,5414947202.603069
4257,55376916.465361714,5282228535.739631
4258,63456581.52509518,5150150632.568943
4259,71627980.22998011,4983551942.220313
4260,71553154.35852872,5236502034.922966
4261,47396806.34354019,5290677537.3575115
4262,47369597.42265115,5375006490.185158
4263,55470987.835490935,5592506739.609886
4264,39395314.68188877,5109508478.302233
4265,23627601.55752854,4288420724.3692007
4266,23579522.49610707,4162159966.184069
4267,23597705.05211867,3624566808.369825
4268,7889305.445147739,3512486227.812646
4269,7881865.600489182,1257684113.3146002
4270,7881783.841591439,1079970980.0406613
4271,7881546.214752553,1035971068.1341943
4272,7881282.382832915,1035971059.0839272
4273,7881018.848960535,1035971059.815121
4274,7881755.044975965,1035971059.3492655
4275,7881500.989176599,1079970971.5725143
4276,15707844.701431593,1466581202.6565754
4277,7886687.906616851,2998905279.2305307
4278,23611617.47760219,3473198401.3233156
4279,47409072.806370705,5795019967.284948
4280,47462871.79637012,5812227717.459597
4281,55367999.93048646,5173489859.338479
4282,63452970.6612928,5167547463.740999
4283,79570404.1388595,5032560482.641976
4284,71535965.27289082,5573067497.415843
4285,39508919.999146506,5704659898.945865
4286,47376346.16035681,5240088033.461051
4287,55469904.52076924,5504170372.448444
4288,39395234.81746267,5138236016.21163
4289,23626560.058777742,4384794606.121029
4290,23579477.485639025,4252142847.3350325
4291,23592647.72803718,3736815371.444937
4292,7888649.960222351,3639049962.453336
4293,7881944.436328526,1257684101.525234
4294,7881890.438924243,1438328929.7456355
4295,7881397.506304721,1035971057.6585652
4296,7881124.75448909,1035971048.6211071
4297,7881870.809343958,1356404717.256184
4298,7881558.454134,1035971049.2743068
4299,7881288.035980789,1079970961.7481906
4300,15707070.106936531,1134660199.9935055
4301,7886067.175909277,2898595643.386532
4302,23609870.259252172,3282839646.6243753
4303,47409461.68536946,5402833669.330264
4304,55360330.91250443,5559141103.069689
4305,47459324.07247459,5160467742.560757
4306,63451910.74307088,5174735178.77377
4307,79566632.21143943,5008197277.331979
4308,71531264.82937361,5242120224.114148
4309,39512449.89634902,5263302580.719497
4310,47372756.41086895,5264001091.147874
4311,55464129.3896921,5470467349.607689
4312,39396032.19693,5022926962.459079
4313,23624190.91753586,4214689799.206743
4314,23577096.596230388,4075324280.687146
4315,23597501.74157783,3619004832.4106245
4316,7889323.55948621,3536049517.3644624
4317,7881898.216688311,1257684094.0261016
4318,7881784.37143908,1079970961.0595076
4319,7881513.881285582,1035971049.0165026
4320,7881218.493393264,1035971040.3296334
4321,7880923.544000661,1035971041.2374856
4322,7881622.171189496,1035971040.6477616
4323,7881336.50091383,1079970953.1200442
4324,15705918.551320847,1134660182.2479656
4325,11075680.471116785,2861035045.6890526
4326,23796807.571590055,3268823664.4265356
4327,47402944.77945655,5515461845.669603
4328,47454784.59487955,5300798670.422357
4329,55364573.28638527,5171027012.785978
4330,63445870.12948893,5246199591.7782345
4331,71608514.3722016,5052374605.150529
4332,71539676.7790917,5297529689.815108
4333,47388191.26777116,5394888742.051275
4334,47359398.817795075,5361149337.9932995
4335,55461930.49744123,5631209615.8057575
4336,31527736.90325901,5064806501.903608
4337,31476498.23127715,4101290763.730101
4338,23577989.019739885,4084728500.2460003
4339,23590066.195609853,3761873336.5263786
4340,7889883.152808464,3788034401.124329
4341,7881582.777947091,1257684084.1611118
4342,7881298.064360198,1079970953.3781233
4343,7881013.4356151065,1035971042.197686
4344,7881673.437263107,856544414.7588367
4345,7881367.778812908,856544413.9037956
4346,7881066.776810811,856544414.607875
4347,7881749.74385253,900544326.5058261
4348,7889065.218841173,865520222.4083306
4349,8813973.801054565,2973124950.2332506
4350,16260836.816181138,2998686087.727541
4351,23575949.327480707,3972542779.682042
4352,31472667.979204524,3927271393.4411554
4353,23607792.762961533,3607088716.1149673
4354,31498647.16235388,3635786826.9801593
4355,23617528.883085728,3694506364.708409
4356,23609303.15043045,3708081371.471988
4357,23578118.205464225,2800547902.62147
4358,15731932.289479908,2838776466.3819675
4359,23569347.348593153,3026364651.6151457
4360,7886524.703458797,2883425613.8771048
4361,7886998.872174249,1068003677.53372
4362,15701058.389586985,1241157810.4280162
4363,7886926.0141514195,1215078647.0706642
4364,15710967.758181633,1076550489.2391179
4365,71999.99999988762,988544147.9503727
4366,7881531.051553895,900544323.2956843
4367,7881230.196712953,856544411.9559354
4368,7879043.552892352,856542777.8952309
4369,7878498.088908267,856542783.5397693
4370,7878772.362065329,856542782.9682591
4371,71999.99999988762,900542686.6587877
4372,15701204.405626386,865518594.7130785
4373,7878622.989803875,979998960.9379119
4374,71999.99999988762,1312740742.2409637
4375,7879089.263470916,2102073428.2093613
4376,7879040.490109817,2014885265.7135067
4377,7878991.615501702,2123411304.060361
4378,7884301.772867524,2023197605.0098085
4379,7884321.158448869,2256231187.2335396
4380,15712702.470031932,2119635820.82587
4381,7883385.66386591,2279036627.167392
4382,71999.99999988762,2124748827.3718514
4383,7878987.0346778855,2485027649.80635
4384,7879099.55528769,2431125437.021084
4385,7879050.576232681,2612986051.538897
4386,7879001.649659589,2359262340.7671027
4387,71999.99999988762,2269942293.873178
4388,15701588.793101817,2177265793.5998893
4389,71999.99999988762,988542506.1048342
4390,7878502.602603091,900542687.6545419
4391,7878778.292239375,856542782.5815159
4392,7881396.19267821,1035971014.9298304
4393,7881059.42105791,1035971014.9164544
4394,7881706.295398836,1035971015.4846036
4395,7881373.342711782,1079970925.3479612
4396,7889591.778123201,1134660121.2557502
4397,7886918.691557866,3232037392.611567
4398,31452712.519346204,3646297111.9251385
4399,47385933.09423045,5902314033.91592
4400,47432136.18088889,6169952025.224575
4401,47465221.292593986,5237174863.438184
4402,63434888.40500015,5296927284.256195
4403,79556231.32609338,5099570573.078972
4404,68502184.07379828,5285478077.70754
4405,42498312.09080449,5313045819.089115
4406,47361826.10148351,5392285236.714757
4407,55452995.63686691,5589002039.864966
4408,31527350.61871572,5091922978.727519
4409,31475671.758339502,4257653435.87937
4410,23577286.70773961,4091901343.5146503
4411,23588830.11032183,3589542214.8303337
4412,7889546.0452478,3524994806.7518024
4413,7881271.698555227,1257684057.7353387
4414,7880941.48212908,1079970927.1940393
4415,7881588.725951155,1035971014.5462679
4416,7878682.705401007,856542763.312561
4417,71999.99999988762,856542755.8702947
4418,7878923.869187597,856542763.7305782
4419,7878358.751719338,900542681.9775279
4420,7885988.617376596,865518562.4959686
4421,7879041.240370939,1727237319.2232666
4422,7878962.240116306,2345073210.5885906
4423,7879043.823371072,2229377654.370778
4424,71999.99999988762,2472851850.702637
4425,7878964.784194198,1957757356.578167
4426,7884048.6389614,1986151821.858453
4427,7884322.449027862,1900389587.4005551
4428,15712550.84735026,1926906065.1723895
4429,7884123.464578117,1830035364.6516802
4430,7878925.32152943,2132497235.965061
4431,7879007.404271283,2083245722.478316
4432,71999.99999988762,2488395983.2491083
4433,7878928.629069038,2207876764.575392
4434,7878757.507274404,2382794579.6855183
4435,7878580.007476024,2097602618.5919192
4436,7887038.705604724,2098534795.7348263
4437,7878925.529081748,1202364026.9982634
4438,7878766.155995874,2045518553.9134104
4439,71999.99999988762,1095069837.569205
4440,7881629.454868939,1149190802.0761116
4441,7881022.320566515,1035970995.60383
4442,7881634.836473725,1035970996.8858505
4443,7881272.6402866235,1079970908.3666072
4444,8352355.650311248,1134660112.0221794
4445,15236784.747791566,3016238528.258267
4446,23610222.31995578,3438994106.9653854
4447,47390641.71278431,5482392794.071606
4448,47437966.23348782,5486305345.663009
4449,55363020.391599886,5364299900.10589
4450,55507616.35719157,5368538247.625624
4451,79544012.55616301,5185834656.965557
4452,71512812.43479037,5446392950.229359
4453,39502603.60334931,5477312745.412666
4454,47358140.30298403,5556372082.270714
4455,55445923.911039665,5753812172.090755
4456,31523726.322153825,5236349065.409253
4457,31471731.740124017,4433871881.922796
4458,15741071.52551056,4308598374.88586
4459,23595092.30612992,3835080469.1729107
4460,15705240.611631826,3773233121.301964
4461,7881556.192017259,1626869741.0002546
4462,7881657.42765457,2188472531.6590853
4463,7881450.041253309,1035970994.5172861
4464,7881558.854857143,1394170355.324666
4465,7880671.459659019,1035970985.168065
4466,71999.99999988762,1035970983.9448767
4467,7881266.823287825,1200703877.1853738
4468,15705415.270422945,1508067809.958221
4469,7886569.787923077,3292775898.8743277
4470,23605425.82724267,3979071236.717633
4471,47398439.00692203,6429683657.830557
4472,47447349.679524526,6347269470.388231
4473,55350736.54214789,5752076113.119255
4474,63428954.993458025,5317860902.730471
4475,71587136.83824947,5117089050.337116
4476,71519764.4605693,5298309915.133953
4477,39488930.918795764,5374624625.157669
4478,47362527.55423103,5527293858.762463
4479,55449871.66417352,5438895197.687062
4480,31521567.657817394,4776905411.642467
4481,31473956.187755212,3923042104.0165625
4482,23575912.23744938,3820496614.1902995
4483,15751776.537990417,3373155316.8965507
4484,15706262.200542413,3263033138.1909328
4485,7880744.728580506,1257684034.1208138
4486,7881340.158584915,1079970900.083256
4487,7880965.743736639,1035970988.0030835
4488,7881522.923995749,1035970979.776431
4489,7881130.550784554,1035970976.3691239
4490,7880742.726353689,1035970977.2454371
4491,71999.99999988762,1079970888.2560794
4492,15706135.185212225,1134660076.2223122
4493,7885653.911383771,2589068657.0380325
4494,23606229.427159593,2944841528.20549
4495,47399110.086421095,4877894264.844427
4496,47447100.8062675,4800940975.036898
4497,55349550.58085101,4682654393.711588
4498,63426240.18388286,4763739284.920959
4499,71582107.51172268,4585380701.224287
4500,71513684.47466578,4765619528.021186
4501,39491576.36090672,4753827561.10725
4502,47358121.27064935,4765889246.849634
4503,55443352.14495683,4977548373.899041
4504,31522534.359337088,4489758005.524541
4505,31471137.408449188,3710490951.3819156
4506,15740337.02912589,3602442107.1937647
4507,23593510.960547514,3166435977.4676266
4508,19041837.206029978,3117604945.0369177
4509,7880756.739326217,1257684022.248016
4510,7881337.695501925,1079970889.5353708
4511,7880949.350348794,1035970976.6564649
4512,71999.99999988762,856544351.5116674
4513,7881488.143930948,856544349.8259221
4514,7881082.938900308,856544350.4769604
4515,7880681.768454179,900544264.1891739
4516,15705475.528122509,865520149.7617967
4517,38154197.68492566,2118536199.36689
4518,98682888.14833367,2156734121.003438
4519,33620473.4392766,3154895573.744361
4520,34141047.9483892,3168054455.0222006
4521,24444276.871150263,3064495455.177859
4522,31494396.612173513,3118553158.4932017
4523,23612564.24404987,3177649793.6224604
4524,31450919.508580573,3235815713.7341385
4525,16129901.864885101,2362646780.0328746
4526,15729744.135683099,2386308341.254844
4527,23568511.650000844,2565065655.5873613
4528,7886370.14809809,2423695449.7859645
4529,7886726.119274603,1068003593.382075
4530,15699707.97105456,980003778.0581622
4531,7886324.344386363,1103032568.4128504
4532,7891262.675258401,1076550374.6338923
4533,7881116.616521012,988544087.2886881
4534,7880714.365633584,900544264.1525266
4535,7881278.014758591,856544352.4209409
4536,7878858.157674964,856542734.6867715
4537,7878223.033287383,856542737.2494125
4538,7878391.488595099,856542729.0844114
4539,71999.99999988762,900542634.5071738
4540,15699553.218819762,865518518.4532428
4541,71999.99999988762,979998908.1888171
4542,7878734.2750374805,1067998739.7496116
4543,7878125.245102162,1067998746.3249032
4544,7878272.977254774,935999007.0804662
4545,71999.99999988762,1194967860.8648255
4546,15696133.74691721,1574953944.1332169
4547,7884020.384591313,1896902240.1478646
4548,7891877.021742691,1782621051.8251874
4549,7884012.452616603,1981117000.4020178
4550,7877288.921919286,1858393912.10222
4551,7878784.569088924,2194495034.840762
4552,7878794.064136938,2203721573.0376735
4553,71999.99999988762,2347759833.6936884
4554,7878803.635776721,2087945492.9467268
4555,7878813.211833188,1776576542.3047767
4556,7886612.8893706435,1547519579.5441878
4557,7878899.281254212,1272135744.4611742
4558,7878653.195756268,900542648.1922619
4559,71999.99999988762,856542726.6337466
4560,7881424.855212526,1035970950.5165513
4561,7880985.160101981,1035970951.8368503
4562,7880556.664225783,1035970953.777613
4563,7881088.974338325,1079970866.0089684
4564,15705659.620895002,1134660048.1494853
4565,7886497.067183992,2930657716.9742546
4566,23606618.601261828,3447553712.3215785
4567,47384569.245588936,5437724586.080471
4568,47428223.38498179,5439570994.521508
4569,47456042.30723279,5375946287.489706
4570,63412792.93217853,5442445112.973354
4571,71570069.80433525,5222731916.292821
4572,71498994.43568666,5464555531.615724
4573,47362280.12528261,5459345452.404127
4574,39476458.07447111,5427256538.794064
4575,55441397.22182826,5587269943.985632
4576,39381896.986250766,5051134785.130173
4577,23621928.88613492,4214150356.99242
4578,23575333.45820308,4074618981.3975105
4579,15750997.78322132,3606158784.4283895
4580,15705716.83964546,3527966987.9395823
4581,7881433.399819083,1362245193.37108
4582,7881508.745382316,1271382697.6011255
4583,7880575.514019761,1035970955.4344027
4584,7881072.486740755,1035970944.358652
4585,7881438.645188909,1132632518.527743
4586,71999.99999988762,1226520960.5980432
4587,7881148.493200932,1079970855.9471207
4588,15704696.460050669,1165417232.9639795
4589,7886164.470263261,2741513908.583707
4590,23602577.208974876,3177123699.7826705
4591,47387004.70954643,5279479088.566533
4592,47432001.08865659,5278488343.098335
4593,55357932.483150534,5131902110.179367
4594,55488253.39364304,5005153657.318027
4595,71571205.7106792,4787051881.407023
4596,71498874.04930837,5013999487.556025
4597,47362432.089404665,5016288112.230667
4598,39476168.14862428,5020083269.592211
4599,55439780.93985929,5205626326.645111
4600,39380910.814494915,4748842734.517959
4601,23621230.77139596,3952847479.07161
4602,23574646.170958504,3844031129.537365
4603,15750425.436073832,3339154890.548519
4604,15705212.593719998,3217987992.7816844
4605,7881175.687759207,1257683993.2588134
4606,7880734.3970576115,1079970860.321248
4607,7881253.164367521,1035970946.6307256
4608,7880776.54572157,1035970936.8714473
4609,71999.99999988762,1035970937.001517
4610,7881278.852318163,1035970935.7197325
4611,7880824.645769009,1079970848.9860137
4612,15703982.553267047,1165417226.1419177
4613,8721018.321222024,2229636837.9980826
4614,30747737.302478623,2583403443.221038
4615,47384846.45800365,4741143957.439367
4616,47427245.646488555,4709962413.564024
4617,47453728.71159106,4575712125.761618
4618,63412431.81853639,4645528778.0834465
4619,71560171.14098382,4510766183.789265
4620,71496248.35612981,4777447002.241514
4621,39475247.92462997,4857953971.872904
4622,47357255.94152022,4915176668.275423
4623,55436346.89546301,5110412773.497883
4624,31519234.79618694,4695693408.909812
4625,31470015.590282675,3941547187.069211
4626,15740960.857610717,3847571968.197347
4627,23589710.964290626,3421425450.1255693
4628,15705008.495772226,3385998699.9867687
4629,7880564.5916625345,1257683984.1909907
4630,71999.99999988762,1079970848.4909492
4631,7881066.999005464,1035970936.1355821
4632,7880599.757137408,1141071584.5494025
4633,7881104.489231475,1236412211.1679554
4634,7880612.835675995,1035970932.760463
4635,7881102.603957699,1079970845.2487712
4636,7887969.290541417,1165417208.836317
4637,16556216.725108445,2795754745.591617
4638,23605841.77904515,3215249909.278825
4639,47373180.30627898,5391398964.2321205
4640,47414223.596158125,5324139647.64359
4641,47439882.69242782,5127254229.525425
4642,63413590.772271,5196603596.850147
4643,71566377.76122686,5051381934.808453
4644,71491610.94141738,5348811728.981933
4645,39491469.07288959,5442801270.955849
4646,39464905.253236845,5541869029.894719
4647,63349315.74067199,5727387281.772926
4648,31521126.112829555,5179211067.405258
4649,23619637.495297834,4299595395.453815
4650,23574955.611198172,4144711496.8037395
4651,23589967.125780635,3667560087.4893866
4652,7888764.249766037,3558661179.7484417
4653,7881076.884634303,1257683978.9110496
4654,7880585.817437529,1190616725.0647192
4655,7880063.244967464,1239182869.7526104
4656,7880583.569859464,1035970926.955865
4657,7881055.953124031,1035970926.0578969
4658,7880579.071891668,1035970926.1503017
4659,7881055.251640882,1079970835.4773967
4660,7887936.260325733,1440654926.0299325
4661,7886067.145619184,2735406972.7094536
4662,23605244.015412197,3169449940.384829
4663,47389369.6667486,5302976262.513678
4664,47432613.17069418,5451447715.688635
4665,55349148.05883784,5137645201.809925
4666,55483408.345249236,5102620136.112743
4667,71559886.56808245,4892424081.697155
4668,71485487.67965502,5142884062.287011
4669,39474232.00870609,5201312056.334049
4670,47355093.233759135,5284423452.072334
4671,55431586.56529921,5473931090.57913
4672,31516836.53022258,4921188069.93789
4673,31467364.273333933,4072432945.9421997
4674,15739603.608226536,3925735027.4604816
4675,23590600.688573238,3465571554.907077
4676,7887970.654436421,3495538646.1464224
4677,7881310.05448591,1257683965.9961371
4678,7880791.636285793,1079970834.1548045
4679,7881302.007685538,1391505980.588056
4680,7880772.891683969,856544300.408176
4681,7881228.684412886,856544301.7914789
4682,7880738.532734668,856544301.875583
4683,7881202.268899046,900544215.0776055
4684,7888500.892407233,896277248.6572213
4685,15700083.44594839,3197507602.3481617
4686,7895036.612891084,3269304478.959607
4687,23573799.45652418,4234532787.3289466
4688,23617281.11441779,3854576821.7122264
4689,31444951.51721767,3609235867.6882544
4690,23631812.445876684,3621678846.5515127
4691,31456211.014134236,3631760726.0842013
4692,23604474.060890235,3654526078.8103423
4693,15738637.84234946,2763171171.7199554
4694,23559263.68255503,2767700472.651838
4695,15734141.614559626,2972272046.2124963
4696,7885564.854977261,2821896214.168835
4697,7886488.387572155,1885835676.6289299
4698,15699885.10308318,1873574910.9730875
4699,7886494.963853791,2093518946.2790189
4700,7891247.4266420575,1276933776.3741543
4701,7881111.137669225,1085439321.3843522
4702,7880620.433974577,1105982900.693768
4703,7881314.530963104,951763662.7195647
4704,7878615.409284496,856542693.642559
4705,7878689.651341976,856542696.4388163
4706,7877980.774581116,856542685.9949303
4707,71999.99999988762,900542593.4519833
4708,15700177.939900288,896275646.603389
4709,71999.99999988762,2043354667.65856
4710,7878047.902418501,2520344520.59569
4711,7878126.754560754,2226049531.0727806
4712,7878205.791225423,2421972835.244525
4713,71999.99999988762,1952524131.9819891
4714,7883800.778634564,2086857392.9559543
4715,7883869.046131642,1869047162.54554
4716,15711128.837909812,2094920001.4139068
4717,7883845.633288307,1635516047.3642228
4718,7878608.603943681,2141066733.7930584
4719,7878687.458571039,2192949210.941927
4720,71999.99999988762,2505397303.3157024
4721,7878609.679435774,2340435659.162928
4722,7878688.239112768,2442192307.918315
4723,7878610.412869591,2058189880.9819536
4724,7886376.008107224,2233382636.9089637
4725,7878100.341397871,1218854489.8746698
4726,71999.99999988762,1127624253.426442
4727,7878179.895765823,856542686.3215821
4728,7881187.992983057,1395161073.593948
4729,7880631.198491745,1035970906.0983942
4730,7881067.801186168,1035970906.8771243
4731,7880557.425717979,1079970818.919512
4732,7887806.481297536,1165417148.8902204
4733,7886461.234137352,3014696601.4487076
4734,31444505.059896562,3421575904.2150517
4735,39497582.40972079,5466901161.548299
4736,47434643.442056045,5451913953.452692
4737,55335261.3284161,5309242097.14733
4738,55480775.241863616,5357603867.663185
4739,71551645.74998559,5164218284.506961
4740,71482809.03299163,5406547585.66552
4741,39474307.21977353,5449047245.935896
4742,47346827.50866665,5477484665.587787
4743,55426271.14286294,5666912404.501212
4744,31518519.94659129,5189197732.826721
4745,23617148.735951725,4363716284.149819
4746,23573365.169200774,4220252649.370789
4747,23590350.35128463,3771946591.5570993
4748,7887916.616498779,3660576695.296516
4749,7881015.7366486695,1257683949.5709667
4750,7881137.574819331,1445602970.8530862
4751,7881226.484711029,1035970907.0799683
4752,7881187.645822459,1390673918.0387137
4753,7881113.064500755,1035970899.9565147
4754,7880591.503273203,1035970898.6941113
4755,7881042.671991819,1441984550.0925796
4756,7887784.264574146,1165417138.0124898
4757,7885885.395795732,3067350496.8918285
4758,23603590.032428432,3441538194.216123
4759,47382332.70824017,5629037004.405554
4760,47423068.237554364,6385945681.858779
4761,47445975.21128037,6158595204.547279
4762,63398196.138121955,5967873981.961289
4763,71559859.89507504,5697398405.646298
4764,71480219.03279613,6145848303.332569
4765,39485549.353225216,5707790519.148754
4766,39463299.17386884,5378975909.73486
4767,55422622.86380165,5650471333.718325
4768,39375721.42052989,5235069612.337793
4769,23616863.580403723,4510033782.865595
4770,23570580.944545373,4474242129.842322
4771,15749122.128240053,4140541743.391776
4772,15704261.67608504,4105703778.458958
4773,7879880.059776502,1587272106.8163452
4774,7881151.607745868,2143649384.1504855
4775,7881198.306802628,1633306589.8167934
4776,71999.99999988762,2092471676.1688905
4777,7881009.174541887,1172292062.020075
4778,7880949.158341931,1313356595.7319157
4779,7880865.57926349,1079970802.998166
4780,15705491.332475483,2115028955.802809
4781,7885821.273895127,3170000289.201881
4782,23605264.519174825,3702179815.9508076
4783,47367043.09566019,5792877876.9686575
4784,47404674.353452355,5745191939.62292
4785,47426788.56221994,5584970342.036701
4786,55481516.59236097,5604282175.512488
4787,71558694.81336139,5410137429.052668
4788,71478816.15461895,5780279583.354289
4789,47350173.373445146,5908449347.779015
4790,39468424.18291122,6001407777.334741
4791,55420569.465663984,6242749532.500543
4792,31515378.455036055,5761594322.69556
4793,31464852.827656195,4870220895.231012
4794,15739000.12918936,4707187978.65347
4795,23587894.606612816,4312584939.187798
4796,7887743.878764776,4212314271.0429893
4797,7881059.158233014,2188629963.7438374
4798,7881192.349390668,2265853625.7980146
4799,7881095.407975083,1982765012.7662287
4800,7881240.589659533,1993749152.3002152
4801,7880942.437359854,1606520976.724196
4802,7881176.407976847,1660298136.7800486
4803,7881116.525295039,1474570433.831298
4804,7887799.772107511,1165417116.7399373
4805,7885886.8724554125,3049692983.5908647
4806,23603089.73263117,3680520874.0178986
4807,47379646.64877352,5641534280.77329
4808,47419275.28176457,5562634627.236807
4809,47441103.877467416,5594562054.583017
4810,63390397.25703483,5727335960.942927
