y_true,y_pred
264250000.4,251629250
270295734.8,258986030
100496146.8,116114990
92642462.35,111485270
73502963.78,69465060
73502963.78,69416310
73502963.78,67987340
73502963.78,65772856
73502963.78,64696316
82190667.82,81032350
464983315.5,325933300
458839830.8,335483870
575529532.1,460641950
528510658.1,411516100
513130424.1,400226980
460930171.2,398907940
441327785.7,415818050
396058219.8,408112700
374136246.8,381844480
442621666.3,382309280
491262246.7,403194200
446286695.8,347095000
379400798.1,269789760
359146004.3,270247000
326253983.2,263586990
331730006,271549700
100496146.8,99067224
92642462.35,95886344
73502963.78,70029410
73502963.78,70426560
73502963.78,71804480
73502963.78,71626670
73502963.78,69740710
417101520.2,273925220
460643921.8,352023940
434083249,370807680
466828488,457188740
388432604.1,391966530
364575352.3,374647780
368646712.5,400482880
415368564.6,422610370
374291294.6,415046180
369405195,405134460
380410936.7,408778720
398384082.9,422270940
387054651.3,332660060
305411793.8,237472050
303099996.5,233012160
298107772.4,226031360
302422849.6,225328380
100496146.8,118817820
92642462.35,116034240
62009312.35,70761144
62009312.35,69302056
62009312.35,64915860
62009312.35,61152444
62009312.35,59908940
62009312.35,47204684
335393783.6,244188750
328850210.9,239897980
333242805,280429060
321074502.2,289308130
294943794.9,289787400
288857183.9,299524900
250508985,258114190
233112170.9,253180740
230193137.7,253169040
222525365.8,251263070
233964075.7,247496160
183991394.5,193641170
78736963.1,134452720
72326786.35,112027960
72326786.35,98303330
72326786.35,93823816
72326786.35,86195050
72326786.35,76623760
62009312.35,69895896
62009312.35,75859070
62009312.35,75444040
62009312.35,76133330
62009312.35,87136620
62009312.35,91999910
78736963.1,122747570
54438523.1,71237890
49578835.1,61850012
49578835.1,59211092
49578835.1,62077584
49578835.1,77111130
97572343.36,102372216
133731193.6,132387310
86708952.93,138306670
49578835.1,141423170
49578835.1,137217520
69017587.1,132037336
72326786.35,95730136
72326786.35,76341450
72326786.35,67096236
72326786.35,67155460
72326786.35,66060570
72326786.35,65633572
73502963.78,71237490
73502963.78,69222920
73502963.78,76153730
73502963.78,75432040
73502963.78,73611010
82190667.82,86571980
533255509.5,396795360
481117671.4,368272300
622074813.5,479532500
601814882.8,436317660
531491400.7,422439520
542469723.1,427368450
605805137.6,468072770
525104287.7,429877570
435927809.3,404610240
385330233.4,403103500
403166113.9,405460600
439710914.5,370597470
387362618.3,273751460
378812378.1,270111700
382179315,260434100
394248587.4,260739680
100496146.8,83611100
92642462.35,80715700
73502963.78,67363430
73502963.78,68727280
73502963.78,67294424
73502963.78,67100630
73502963.78,67219340
506904129.1,419187070
526769996.8,377577540
481236232.9,397899900
510477894.8,481316300
425387128.5,428553120
400182873.2,413786940
404169401,400534530
438655803.3,400968220
387221834.7,391320540
362173812.1,388394180
361934321.4,395048770
376993951.2,396143400
378956257.5,333393020
333727578.2,274360300
339085731.6,273777920
347315838.5,267464600
363130676.4,273636740
100496146.8,94718930
92642462.35,88658510
73502963.78,64260836
73502963.78,65069404
73502963.78,62586604
73502963.78,62511748
73502963.78,65641252
500992304.8,433908740
524186655.1,377472030
494710910.9,403712700
543160386.5,485945400
433013266.3,429046400
400539501.2,410430000
396117482.8,398869470
440915808.3,409006720
388137803.4,394744700
363025408.6,383802720
355900095.6,372581100
374206107.9,375706900
398404093.4,331987140
349142291,275057380
348817011.2,277045340
349703094.5,271201120
362035177.6,273073500
100496146.8,94684610
92642462.35,90789040
73502963.78,63191640
73502963.78,64010444
73502963.78,64115330
73502963.78,64471196
73502963.78,62852820
488349008.4,405614800
502441209.6,354772220
475658069.7,377008100
527601470.8,460073900
442797329.5,394291140
393845860.3,374656030
396951905.7,371925570
444917806.5,419069540
395895920.4,383962560
383340690.3,368251620
386842659.5,370250460
411826106.2,379962980
409224451.8,332253500
330220512.3,258226860
321629214.6,256668780
316471631.5,250561280
324027524.2,257404290
100496146.8,103747230
92642462.35,99957144
73502963.78,67225576
73502963.78,66631984
73502963.78,67904216
73502963.78,70553420
73502963.78,69762190
82190667.82,78632520
475089878.4,277746180
418424782.2,320459070
493491825.6,441566940
416446878.5,390061380
375405602,373756380
375359932.7,381350270
415279994.9,414489920
370552994,392673540
353893647,378223700
354633428.3,379875400
381286322.2,391442270
388642811.5,322545820
313549193,251641360
306517935.3,249458030
303662034.5,243297000
310601417.1,249546940
100496146.8,99399330
92642462.35,99053144
62009312.35,56473852
62009312.35,57162304
62009312.35,63661170
62009312.35,59731748
62009312.35,56279940
62009312.35,62379156
484069119.1,289352030
418784130.8,266233550
416818648.3,306586340
413063669.7,303582080
402076907.8,302144420
400906603.3,291849860
371896839.1,241612050
367089847.3,241449820
362109155.3,245051920
356748428,245865520
356040155.9,246326500
90047730.34,170758940
78736963.1,68696530
72326786.35,59997280
72326786.35,57450496
72326786.35,61081080
72326786.35,61118936
72326786.35,58197624
62009312.35,48015068
62009312.35,49087744
62009312.35,50893944
62009312.35,52074228
62009312.35,52726600
62009312.35,52104890
78736963.1,75389580
59298211.1,64686572
49578835.1,79270820
49578835.1,74519940
49578835.1,71295870
49578835.1,79421464
49578835.1,85244744
49578835.1,76315144
49578835.1,80709330
49578835.1,84313736
49578835.1,81902820
69017587.1,81173890
72326786.35,73103590
72326786.35,73858140
72326786.35,74332930
72326786.35,69298090
72326786.35,69718100
72326786.35,77218020
73502963.78,67077570
73502963.78,65075604
73502963.78,62913120
73502963.78,73309110
73502963.78,77338056
82190667.82,75614056
508697397.5,286932900
459705687.7,329474050
457233956.8,440826240
384461462.6,394606900
372315437,383014050
390749355.6,398775800
410154331.2,431045340
406730238.6,425576030
394725924.4,418392200
392925831.9,426680450
391794689.8,431817300
339052968.3,326373980
258395794.4,232438830
265513380.3,226293920
272692529.4,223829120
287424056.8,239406940
100496146.8,97937990
92642462.35,93025790
73502963.78,71404900
73502963.78,72795170
73502963.78,72727864
73502963.78,74073190
73502963.78,75776030
82190667.82,87991580
433608105.3,283896300
412367744.3,333669500
438553596.2,441361570
377097140.1,393721600
399301653.1,408491500
424771691.7,429498300
436572982.8,449863900
444001345.2,449017180
427832954.4,439695520
422768453.9,442085380
410502198.5,443523900
332863809.2,336287780
257807288,236417500
256305128,230105940
252883778.9,222055150
251180589.4,222252590
100496146.8,107221070
92642462.35,96414660
73502963.78,72624000
73502963.78,73887440
73502963.78,70413880
73502963.78,71903300
73502963.78,73377190
82190667.82,83018584
352930024.4,266996750
373893603.7,307026600
469973614.9,435433250
399248664.9,405841020
357019098.7,390977660
362741144.8,394362430
373582896.4,411978620
358757124.2,398952000
346916569.9,391553400
342630138.4,399738340
351990849.8,408585380
338629199.8,328576640
260615888,241739550
271308473.5,252441330
281445255.8,249655090
298884194.7,263322270
100496146.8,93588830
92642462.35,89364340
73502963.78,62863780
73502963.78,64344736
73502963.78,63039110
73502963.78,62421810
73502963.78,63557384
447392232.1,367373120
467081336.8,336139460
445029502.4,379187300
467780546,470728350
391471275.7,395375600
367886130.6,365344130
364430770.2,375695700
371419896.2,406250700
365030933.6,388124300
353810988.8,386006600
352778551.2,397555550
357708615.2,409215040
329466161,327052900
256521873.2,258323140
270376574.1,266718130
283942911.1,266286860
302559219.1,270678940
100496146.8,101969230
92642462.35,97207400
73502963.78,66315370
73502963.78,69353750
73502963.78,71278380
73502963.78,65006550
73502963.78,67605310
417446077,332996100
448764522.7,345441660
427826806.6,376001280
467919237.2,467642340
393761002.1,407181200
366952668,376644770
360733479.8,388482080
375759552.6,422760030
367559954.8,410573500
355329861.7,407973060
362117733.6,412259840
370149181,421975070
338286486.2,326384830
249826023.5,231181620
263002237.9,239968830
270574770.9,239680880
279519859.8,245497250
100496146.8,95152130
92642462.35,91226504
62009312.35,53722972
62009312.35,54418904
62009312.35,53667224
62009312.35,53705268
62009312.35,54525480
62009312.35,57243336
372776370.7,271157600
321021700,259916670
276140093.9,292182080
252742208.4,266536350
272329060.4,275040800
287575339.8,287207460
258550204,246621650
232845418.9,246649400
218422372.2,249677420
222516206.8,248765680
227301119.4,245535220
173502554.1,191680100
78736963.1,135629170
72326786.35,109608310
72326786.35,98252130
72326786.35,91841310
72326786.35,84953120
72326786.35,85568400
62009312.35,76172824
62009312.35,71715304
62009312.35,67963340
62009312.35,68269470
62009312.35,72656536
62009312.35,73440630
78736963.1,103029816
59298211.1,50969550
49578835.1,55120268
49578835.1,54999300
49578835.1,60611336
49578835.1,62383764
49578835.1,62333304
49578835.1,65349320
49578835.1,69178490
49578835.1,69771864
70945801.36,77140980
113605166.7,89945490
131337590.2,88423120
110998243.6,99783400
141320616.3,104610440
130680544.1,108755870
146551335.4,106849020
146932407.7,117948390
156257559.1,132772990
151582695.6,134925000
178654109.1,132991944
158450044.8,129154830
168122069.6,117834620
587173982.6,599597000
698190003.5,536166660
660092711.7,495351970
694462329.9,513326050
631264370.7,459316220
590682655.4,450850200
550721776.5,450569200
557314585.1,490852770
488816196.5,439975460
491280625.8,426567700
504036948,434816160
537537019.2,448876260
551139103.7,424626500
495166903.4,367745500
481439795.1,365313280
474322170.6,369089820
477182906,381334600
100496146.8,95989810
92642462.35,90006030
73502963.78,76784930
78609645.27,79836420
83092962.72,81105100
98503928.49,83804220
94705044.49,82762260
563060138.7,415129540
576784697.6,473015780
558199784,446973980
623919220.7,490822300
542104360.4,437254340
486532479.3,421827970
465041158.9,413910270
493874950.3,450228800
445255070.3,403719070
421063904.3,373615460
422295158.3,370828060
445243267.8,376533980
456970340.3,352805540
393220046.6,270628380
380477410.3,264618220
377557951.5,257510780
380506363,261555790
100496146.8,95468140
92642462.35,90490190
73502963.78,62563776
73502963.78,63397844
73502963.78,66483316
73502963.78,70468860
73502963.78,72879580
82190667.82,77709070
526135416.2,294400160
465441053.6,342029020
469993215.3,458456030
392011136.6,393710620
366646498.3,375357220
386359982.4,393711500
415976211.6,421037730
417777774.3,423335900
407454518.9,417151580
407505495.1,424562370
409128570.7,436441920
335339107.6,330889730
253772535.8,232984370
258142364.9,224302540
255023010.6,220203600
264882479.3,224990260
100496146.8,98996500
92642462.35,92797280
73502963.78,70942740
73502963.78,72297190
73502963.78,72228136
73502963.78,75401760
73502963.78,76129300
82190667.82,72270190
399965360.8,284858430
396065302.6,329043870
430186986.6,443129920
367041628.7,391380060
364576585.2,388555940
401080626.3,414699300
421904833.4,441703420
439081270.1,446579260
431458206.6,440846000
431428821.2,449565340
429584359.5,461206800
329831888.5,349238700
243379606.8,242258940
241497617.8,230122480
233972961.4,218982860
234639023.7,220037090
100496146.8,98411610
92642462.35,92025120
73502963.78,68947180
73502963.78,66688004
73502963.78,66068630
73502963.78,75016760
73502963.78,73439140
82190667.82,75650940
347599168.4,279665280
367714466.9,317574880
464479456,446445730
397525256.4,410983650
347871861.8,403971800
373734249.4,406327330
417275071.9,435508130
432380942,441240480
423130107.2,439164600
418547158.5,444626750
423841314.9,455823200
344831602.3,350698660
261787321.2,247149280
258360877.4,236545550
248900990.1,222696750
250869500.2,221884620
100496146.8,112286344
92642462.35,96584250
62009312.35,51295870
62009312.35,49936724
62009312.35,47426130
62009312.35,43317124
62009312.35,42684924
62009312.35,28255364
295533151.3,232200060
296473009.7,228981260
294691856.9,270240930
272764441.9,273588160
264665635.4,272290460
282373984.5,282770370
244330017.1,246487410
235743422.6,246944380
228747552.7,252389340
225326283.9,261042270
222386402.1,254381980
180567671.9,198654880
78736963.1,126175784
72326786.35,98533690
72326786.35,96404824
72326786.35,93679640
72326786.35,87752170
72326786.35,84010376
62009312.35,64304396
62009312.35,60869104
62009312.35,53005770
62009312.35,53627230
62009312.35,59571224
62009312.35,55786116
78736963.1,70039336
59298211.1,57493040
57333093.44,87365730
115775924.7,131533180
129287845.2,140548240
142648131.3,144677570
137860882.7,143446030
145364967.8,154450600
140038828.1,161021140
148040129.9,178278940
132620163.3,174698110
126220205.9,147374030
72326786.35,125575260
72326786.35,110820510
72326786.35,100046936
72326786.35,109055710
72326786.35,102532660
72326786.35,85858590
73502963.78,78773944
73502963.78,83721570
73502963.78,96268650
73502963.78,102925990
73502963.78,82932696
82190667.82,92084310
295904983.5,231186660
332886867.6,288908860
429674010.4,441611260
421888945.2,443501760
429620470.5,446288450
444326614.3,461131800
455964509.1,478702180
458871860.9,471679600
453866875.3,470500260
455729018.8,477394750
452075696.7,483953100
327718440.2,357767900
233036084.4,246905220
231157246.6,236141230
217149829.7,219045000
218746994.1,220299200
100496146.8,117559760
92642462.35,107265910
73502963.78,80952136
73502963.78,73264070
73502963.78,76149110
73502963.78,79137940
73502963.78,76961110
82190667.82,85095470
278354921.1,250013970
323405367.6,300912670
408090057.4,437239070
362320776.2,401292030
347365223.2,388965000
351475212.2,391358530
356256850,410084000
366790969.1,404672030
362846518,401810430
359500687.9,414209760
356437415,426435650
303468593.3,322736540
230798976.7,237240540
242565871.7,248710300
252018010.8,246351490
264575981.9,254632000
100496146.8,91347140
92642462.35,88315800
73502963.78,61937404
73502963.78,61998140
73502963.78,62220772
73502963.78,63468640
73502963.78,63803380
82190667.82,88932344
435928021,385861500
414851872.6,373692580
467874991.8,470400450
387277982,388690980
362782072.4,360512640
355684859.9,375893150
370076515.6,393622100
349514759.8,390153500
343337063.5,387492260
348185303.1,399097900
360764941.1,414747800
315543892.6,321272640
239165390,234838320
250224958.8,242946670
255858690.7,237987600
267171574,245039040
100496146.8,98173990
92642462.35,95126040
73502963.78,62986972
73502963.78,64618132
73502963.78,67870456
73502963.78,71870770
73502963.78,76234090
82190667.82,87545810
374158554.4,276866560
386506362,317347260
470624607.9,442546850
400864316.4,404169300
373839873.4,395474980
385645064.5,413641700
423348442.7,445230980
418592256.5,443485950
414340173.4,433530660
430933522.9,443465400
439721675.5,452178850
345219700.7,342261200
265216125.8,240114610
269106881,235530530
267332448.4,226797380
273125870.3,225679360
100496146.8,122571140
92642462.35,122712710
73502963.78,101328904
73502963.78,99317864
73502963.78,91711610
73502963.78,93684536
73502963.78,98772150
82190667.82,83439270
299939611.5,240611980
363396133.7,280604480
488893979,465792130
445230686.9,444673470
431595651.9,445286140
439197931.9,461208670
446421048.7,483257570
449984829.1,487142560
438888479.5,476827600
441279978.5,476172480
451184309.2,480959070
364452081,364534080
284125415.6,249946110
278291918.8,249552700
268903706.4,242644770
273144050.7,239581570
100496146.8,131652930
92642462.35,127681340
62009312.35,91791900
62009312.35,92693736
62009312.35,92557270
62009312.35,90032630
62009312.35,88474950
62009312.35,73046370
269523040.5,239255060
281290599,246077550
291591778.5,282534900
284615097.2,295096220
275785501.6,298571260
282500631.5,312132220
253795596.6,261003120
242057339.8,258452220
216603722.7,259801840
215010988.3,258047980
216268359.3,258070200
190246810.2,204989660
78736963.1,141503060
72326786.35,115658070
72326786.35,111027120
72326786.35,104614490
72326786.35,103196860
72326786.35,103220870
62009312.35,89962504
62009312.35,89694630
62009312.35,91409610
62009312.35,92499160
62009312.35,91203180
62009312.35,90260664
78736963.1,114398024
64157899.1,89022100
49578835.1,120505340
49578835.1,126936984
114355826.2,128444350
148185055,125243590
134560194.8,139265300
137150946.8,146762660
131730461.1,149925570
137996037.8,156203950
127816126.7,151133580
94784463.54,142422500
72326786.35,112553260
72326786.35,105674120
72326786.35,102521110
72326786.35,101070050
72326786.35,100143240
72326786.35,99676000
