y_true,y_pred
100496146.8,126488120
95240971.88,118188720
73502963.78,80362584
73502963.78,81373180
73502963.78,80413570
73502963.78,79722510
73502963.78,78646584
82190667.82,92114890
260836754.2,269394940
314901620,318067230
400309691.3,424363840
368677907.3,414391970
394172272.7,428055970
436043943.9,456548030
454435490.9,467744320
464655379.1,480139230
453835922,487499620
479482455.4,513167800
493717451.7,533366270
367955053.3,403734620
226910902.6,281625340
214796482.2,252887230
189795911.5,236008560
191692201.6,234043330
100496146.8,144617570
100220180,140647760
73502963.78,103198230
62009312.35,86045944
62009312.35,86542930
62009312.35,78561670
62009312.35,66436516
62009312.35,67238030
235070433.4,250937940
225423402.2,241070960
194480110.8,258120340
209500418.9,256521550
239366935.2,282320800
256248526.9,308236830
208122931.3,253321020
206117363.2,247621170
205641697.4,244426400
205023295.5,259455680
205916260,270930500
173681034.3,220433550
139499016.3,175893200
88941089.16,133819110
72326786.35,126002530
72326786.35,120493680
72326786.35,114998376
72326786.35,114080400
62009312.35,92386110
62009312.35,88224024
62009312.35,87098664
62009312.35,82479860
62009312.35,77770344
62009312.35,73676610
78736963.1,89512040
64157899.1,69426950
94562845.96,122139100
117650838.7,148510290
150499078.2,153362370
133406718.6,152955820
156413390.8,148286200
135880234.5,150223680
159959603.8,159092300
143413568.5,183818420
170795651.3,192440850
142184849.5,189813250
146390034.7,167594130
117356978,145122930
72326786.35,136449460
72326786.35,131717480
72326786.35,127973580
72326786.35,125172870
62009312.35,102840000
73502963.78,109994216
73502963.78,101373040
73502963.78,92705176
73502963.78,90256270
82190667.82,107239020
234063739.5,259306340
302955843.1,300777760
390702945.3,423936580
364680271,412149900
373843780.4,411445020
393435468.1,424971000
409552210.9,444404350
428839608.3,443178430
424677166.8,442541570
442614306.4,470674180
462614918.7,495129600
339116012.2,375247940
207604806.7,263496370
208308761.6,235901660
193158204.7,215428350
197194684.3,223208320
100496146.8,132781210
92642462.35,127476720
73502963.78,85684380
73502963.78,81586690
73502963.78,79276130
73502963.78,76575370
73502963.78,74541624
82190667.82,81287336
248123882.7,250309550
311620776.3,301241440
395116365.8,428083100
371608544.3,416942530
406556995.2,432952830
437431049.3,464285500
454541735.9,481515520
465829416.8,510524600
458371826.7,517651040
478673469.6,542845440
501951679.4,564389800
373312928.5,415429920
241801394.8,283495650
252023347.9,256627950
231694262.1,242355220
227795884.6,236720670
100496146.8,149569620
110788372.5,145208260
73502963.78,120739420
79929546.9,121540000
84380196.54,101517220
73502963.78,106047750
73502963.78,106268450
82190667.82,77576456
214706488.8,227707400
294598201.2,273176480
424069220.8,450344100
434765156.6,434768300
462044486.6,469914800
496918870.9,514350300
508550527.1,514559840
514648620,544504100
509021424.7,551511800
527166622.2,559122940
544123528.3,572541250
400707955.4,432377760
253889277.6,286075300
259207031.4,262208830
238198203.9,247192080
231943570,239663070
100496146.8,149770460
125377927.1,146292290
92124370.27,132773020
80039157.29,131616380
85292153.44,124058390
91990090.8,129885100
73502963.78,124805940
82190667.82,106642670
233616302.6,231449550
302379637.2,279168100
462609938.9,460262600
456779277,463614620
489875984.8,502933660
517604375,531326620
516722033.1,528629920
524931494.3,545869440
527628074.9,554417340
547906995.5,568798850
565142546.3,585437500
409257068.2,449161540
259298752.3,299841200
261527941.3,268576480
240484877.9,251076960
233497965.1,244127630
133704461,160964160
113211096.4,158690830
102683762.7,135695120
100503213.2,139400940
79465305.97,125058530
92209311.75,120066980
86021456.58,116042420
88053542.11,91015450
234973091.1,228890600
306212127.9,276928830
463932164.9,458875460
455383645.9,462717920
483870612.9,495047840
513970863.5,522577120
515777364.2,528577700
526578917.2,554734600
523110062.7,556580700
539132346.1,566536100
549429244.2,579538050
403023696.8,442954240
254683903.4,298555550
257788586.1,264399470
236285315.6,245568820
229029246.9,242646750
114303259.8,172745580
129103203.7,157040370
112163670.6,135633500
62009312.35,109255710
80625182,100454850
74683941.11,104415010
67850242.62,96864780
62009312.35,76803464
222094165.3,246080320
242906102.5,250001330
259009274.3,283900480
265723113.1,294111070
267443145,300530880
290336715.5,316767040
258433713.4,277300580
255545886.6,281971550
253957535.2,287729380
235521631.9,291816800
217246513.7,283208420
178490755.8,206592100
54438523.1,116625784
72326786.35,117256504
72326786.35,113611480
72326786.35,102218070
72326786.35,105286630
72326786.35,109197040
62009312.35,100374500
62009312.35,100758456
62009312.35,100912190
62009312.35,100687060
62009312.35,97399450
62009312.35,98196240
78736963.1,133013120
69017587.1,93545920
49578835.1,135692880
49578835.1,126873170
49578835.1,105531960
49578835.1,109313720
134530374.9,119727050
144249290.7,131285050
146348450.6,138904400
144102933.9,141983170
143681350.1,143606270
134936673.2,150850860
140276073.1,123070580
84545434.81,116227150
72326786.35,111507970
72326786.35,105669920
72326786.35,101947190
72326786.35,101395976
62009312.35,89996456
73502963.78,108257330
73502963.78,106685240
73502963.78,98666856
73502963.78,97393864
82190667.82,85906136
258466257.7,223654800
332327413.9,275164450
459822946.1,453993760
439835551.8,440423700
452060299.8,447769760
455908585.7,472940600
465652234.9,485386980
484189821,502162050
464817727.1,497810080
476540946.3,512625000
486875132.5,535581280
358247263.1,378135870
253579723,256901000
262319651.3,253687790
251603517,246380660
251517319.9,243197150
100496146.8,139050110
111952701.8,141779660
73502963.78,117292136
73502963.78,119483336
73502963.78,120995740
73502963.78,123425390
73502963.78,119295800
82190667.82,90465080
250450389.5,235405840
323837901,282502340
468514065,464768930
435157670.2,443101150
431716250.4,447730400
444648225.3,472216830
452289750.9,475943600
466024914.3,488387360
458515511.5,493471870
463549697.2,504631230
482585404.9,516586720
360263137.7,378567800
254041865.3,252647620
261531237.3,245708720
249341177.6,236374720
249759840.2,232540660
100496146.8,126591250
111591448.9,121260460
73502963.78,103648980
73502963.78,107935090
73502963.78,111719830
73502963.78,114403144
73502963.78,112563570
82190667.82,82101520
246476352.6,231268770
311071041,274555700
447690696.4,456483600
457134572,442934850
477332881.6,462492320
501148744.7,486367330
500711375.3,491588320
503747874.6,504874700
510141157.2,508970430
528941338.6,536157730
530205200.4,554491700
385644537.4,411201800
256759238.4,270034850
260435692.1,254645460
240627802.1,243451900
238643618.6,238415400
100496146.8,141352320
126513497.9,133163650
92180273.51,120121416
73502963.78,113545864
92321089.11,110630730
73502963.78,108982130
87569677.22,102279390
82190667.82,84749840
216452862.8,223479100
302776371.5,275509540
452552236.1,455200400
452105161.5,445224400
473407613.5,474941760
502268915.8,508485700
503330176.1,508161700
511172716.6,530418660
509319343.5,530589540
532882590.4,541656300
559758473,562373300
416447050.2,433076900
263056332.6,285344130
259818953.3,259672340
239592220.1,247206300
234997892.3,244179000
136851005.8,155469730
105406070.9,157739220
94549491.83,132908490
92081795.59,126097620
92307361.86,130459736
73502963.78,125895500
92056276.7,121515540
82190667.82,100332840
233285748.8,231850300
307764926.7,280080400
460415174,465322900
432521268,449316900
446142125.2,470800160
481812096.3,509252600
499351310.4,518204700
509695696.9,542410940
489579259.4,540259700
488432562.3,547519550
490848335.2,555001860
359329817.4,402245120
251199759.3,262821680
263287539.4,254894050
252670576,248862000
249626973.4,248586940
100496146.8,153413730
127132377.9,140657220
92838357.96,119152290
62009312.35,100137390
81098503.32,103288800
62009312.35,102286060
74921888.18,109129656
68093281.58,81148350
234348693.7,242121840
246967525.1,246721780
257657668.1,284715620
278321704.4,296856800
289497436,302970460
305490734.5,320554780
259706095,276995400
258714691.5,267177280
250096919.4,261747970
238938255.9,266850770
245664993.6,278584770
214814957,223995470
155268098.6,163084290
130481655.4,130214350
105733224.8,126049224
104982958.6,123804170
72326786.35,122861400
72326786.35,123143976
62009312.35,107369224
62009312.35,105018480
62009312.35,102574130
62009312.35,99317380
62009312.35,98114210
62009312.35,99221180
78736963.1,129156940
69017587.1,89250780
49578835.1,135940510
71356381.79,136617650
126731432.4,135963180
152873696.9,142523360
161774062,144299860
156077276,143196690
160642662.7,158203000
157816196.5,162037650
164215640.5,176636620
154058739.7,181195090
143925692.8,148499470
147143902.3,139944510
111934130.5,135116600
111157120.8,131077496
78631253.56,128267590
72326786.35,125690504
62009312.35,113550750
73502963.78,132971830
73502963.78,129848780
73502963.78,127437620
73502963.78,122440376
82190667.82,99201160
240809267.8,235944340
317319808.6,284066980
472775610.4,468018850
439848823.2,445154900
438723503.5,460622720
455426026.5,498945900
470703733.4,508923970
483659008.9,530193120
478134560,527955620
481651137.5,533967650
489504808.7,546252740
371412456.4,394277570
262419822.6,275192030
269007347.1,266116450
253326182.5,258408500
253568289.3,257403600
100496146.8,156077660
134070515.3,153195660
73502963.78,132676510
94043839.57,129503210
84822868.47,137440400
100791533.5,119241480
73502963.78,133652480
82190667.82,113156950
239766309.3,254425100
309443411.2,294189250
484363494.4,489216500
455683340.4,485851330
457517973.1,500009760
491879919.4,527737730
514338638.8,529900000
538997047.2,550212100
531470019.2,555448200
547765494.8,564346600
552721148.3,578913340
428089872.9,438890600
279964120.9,296257920
275279746,273233020
253570002.2,259141260
246779127.3,250773490
111049900.1,162190900
118792202.7,143999000
114445872.3,123421510
78550411.6,119879750
81991131.85,112619736
83271071.99,113663760
73502963.78,98756790
82190667.82,78749680
181270887,229007980
271551340.9,276850200
376313081.8,444491550
356354357.8,410839650
373837195.1,425259360
399929598.7,451560700
416210293.1,464324260
435935536.4,488670600
435806771.3,486933540
445695794,502853100
476579566.7,527865120
340004256.3,385610400
216772024.6,252923890
216671814.8,241552160
203244420,230166180
205309721.7,225902350
100496146.8,133298320
101567646.1,125383350
74559137.87,91664670
75067173.02,74740710
73502963.78,82886760
73502963.78,83540150
73502963.78,80617220
82190667.82,85646660
273422393.9,259299340
333535391.2,307158340
413133291.6,436466180
356532428.1,400331100
340796110.1,390714720
353236827.7,411073860
374803770.6,428432640
390336145.1,437423420
383144333.2,436654080
389561236.6,448805380
403187052.2,472644800
285898879.8,339026850
184690705.8,237265090
193523317.1,234900740
190200460,224859490
204958540,233855070
100496146.8,109368880
92642462.35,112587760
73502963.78,78726664
73502963.78,75396750
73502963.78,71876160
73502963.78,68247320
73502963.78,65447988
82190667.82,82151910
329235573.4,300773920
380749890.1,346839940
435068409.8,432851040
362539857.7,389635260
342580064,383560350
353925200.3,394203140
373296979,413371700
388143303.4,416868670
382047160.4,409998660
390514853.5,430465100
412581589.5,461789900
290989681.8,349466900
188951926.2,244583090
202912864,237800910
199038985,225689260
203550748,227769950
100496146.8,108717150
92642462.35,101953210
73502963.78,69727280
62009312.35,55994656
62009312.35,53610628
62009312.35,53186096
62009312.35,52961330
62009312.35,53597732
285063146.6,259862510
284461664,249768320
218237647.6,276803200
211863880.6,268149280
228383751.4,274943680
266105797.8,288289470
232060665.7,256102900
223534123.1,259128060
212949405,262768750
203391010.2,264749860
201928919.7,262664180
176567496.4,207597150
113272792.6,146901200
72326786.35,119908080
72326786.35,112558920
72326786.35,107045180
72326786.35,104121660
72326786.35,100223496
62009312.35,89055420
62009312.35,93299720
62009312.35,96112170
62009312.35,97311360
62009312.35,98639270
62009312.35,99644230
78736963.1,132033080
73877275.1,104296536
49578835.1,131985870
49578835.1,128327160
80070290.93,128923930
135365629.2,138135170
140738347,144800600
131538106.9,145855040
149383043.8,147440900
126482649.9,149982880
128518285.6,156191260
108436951.5,157129900
90359319.3,133308820
72326786.35,125857090
72326786.35,119575080
72326786.35,117324900
72326786.35,117365790
72326786.35,114925940
62009312.35,100236940
73502963.78,116172890
73502963.78,112748210
73502963.78,111626910
73502963.78,114123730
73502963.78,116493880
82190667.82,107925830
246877555.4,243228780
303510309.6,291629730
487165422.5,483784540
459829199.4,472363700
466585073.2,482087740
514171913.6,502237300
528735356.5,506314050
540664711.3,535558050
535571712.8,544878660
534590515.3,547769300
527909057.2,560893800
405854604,401807040
291718142.8,280703000
279262352.6,270788960
265892633.6,260693860
265887682.6,252997970
100496146.8,146631920
112964744.2,150118600
73502963.78,127252520
73502963.78,133717050
88102995.44,134732700
80306493.83,125237500
97237884.61,147086640
82190667.82,115906300
233765997.9,253250260
303981098.1,298415580
504271567.8,501812830
472264588.6,485324100
467558708.7,498743000
488212748.8,521736800
510789076.7,525143700
519995407.7,546062400
508889719.4,544590140
502840630.7,552910000
509384028.9,560800450
410178888,405863580
299555538.3,281462620
286420637,271394430
269553246.2,260696940
264417365.1,251727040
100496146.8,151000260
128956014.5,149062820
87559126.73,136088750
96522851.67,132833736
94272052.76,136173010
95517530.73,129160150
87999716.12,137385570
88866195.41,117204130
229451417.3,245411180
294575940.5,298930080
527610775.9,513293400
512595960.8,508259170
493387407.2,519929340
499432791.6,534071780
500879313,544278500
557866497.1,561755140
525588892,566010900
535201378.6,571231100
535338150.8,573261200
357164849.1,407373980
245836779,268220930
227458697.8,255143500
205583457.5,238504420
200866723.9,242376480
107533571.4,164334160
108055452.3,157828590
76296371.75,122411940
80915685.62,116018310
76695398.23,107669096
74831888.4,95034160
76238329.43,92853140
82190667.82,104140504
204989401.4,254774750
236543817.9,294056130
398819106.8,443539400
396177334.6,434900580
412729954.3,444055700
432096668.5,467016200
452596248.6,476952480
470820171.2,496864160
475233880.4,507641000
487864062.7,521124000
484019717.5,533793150
337741136.3,380945900
223831198,254754780
210649132.5,244646980
193929814.1,227259820
191614797.4,225881120
100496146.8,135266130
98357441.41,132403140
75559346.83,97658936
74506267.24,92576740
73502963.78,109201080
73502963.78,98769440
73502963.78,94390904
82190667.82,82849380
225147576.6,248461400
244626434.8,283753570
411686218.3,450242080
417904730.7,437749920
438600413.5,459545120
458736848.8,493072960
469666293.5,497611550
481097645.6,521002080
482879913.8,530259970
505818181.4,536622180
493339809,543778200
347121163,383562720
232939463.5,257055800
217481242.4,242647790
204107548.3,222210110
204494918,225379020
100496146.8,142356200
100737002.2,130142610
62009312.35,74598370
62009312.35,75712400
62009312.35,73674800
62009312.35,71181760
62009312.35,69047940
62009312.35,53859868
211010544.1,227492450
191639261.9,232235970
253499906.8,272547970
269252410,282906020
260205111.5,286332640
274961471.3,302245440
244818036.3,263254700
237100605.8,265369420
227478144.2,274063680
220488049.8,275474270
212423019,270676700
180528360.8,194862140
78736963.1,140325250
72326786.35,119636170
72326786.35,115871520
72326786.35,116506540
72326786.35,113654024
72326786.35,105459016
62009312.35,83259090
62009312.35,79555950
62009312.35,79777730
62009312.35,80284950
62009312.35,77359920
62009312.35,78760530
73877275.1,92664450
49578835.1,69104744
49578835.1,101388470
60570865.25,107286280
149524134,125900984
135075732.2,132540030
153592804.7,146686130
139015231.9,151493100
166130908.1,164853620
145281355.1,173059140
158692839.8,174387170
133582019.3,158242910
96582866.56,125124170
91204606.71,122857980
72326786.35,120779544
72326786.35,114371620
72326786.35,110134840
72326786.35,108672000
73502963.78,114344110
73502963.78,112267224
73502963.78,111684770
73502963.78,111138380
73502963.78,111932456
82190667.82,100075030
247267330.4,239798220
308879230.6,284133860
482853759.1,470766700
448189973.7,440733800
437409908.9,431927870
439167527.1,443640740
448194116.5,470496220
470473471.3,486024670
454623543.5,486965600
449216496.3,487275070
459979356.8,499995070
366107777.9,367463140
278324143.8,251687300
275634385.1,248113340
262828307.6,238515550
260621904,236310190
100496146.8,132251976
92642462.35,136156220
73502963.78,117032250
73502963.78,119106870
73502963.78,120898616
73502963.78,121918090
73502963.78,122818380
82190667.82,109561770
242271034.3,251021570
301039153.3,296009380
493277722.7,493643550
470074611.6,476860640
500096344.1,492601600
522904587.4,517858880
533559809.7,508669150
550994703.3,540497200
556789590.5,552721300
564196962.1,558719000
556207260.2,569704900
409944384.8,408106900
292494576.3,283085020
280195486,273500000
263584225.5,264860400
261569666.6,257130740
100496146.8,150785860
134031596.2,148879700
92010864.18,122412000
96863320.18,133138170
87104873.47,123728580
110189101.3,134237630
80784040.01,124093460
82190667.82,116163020
232914403.8,248849060
289868526.1,298354300
453702630.3,483062600
393813073.7,449991330
393969740.6,449633500
415296338,469505630
428565084.5,481696260
440929248.4,494192580
430671672.3,491899230
422103571.9,491537380
412205829,499650980
300986777.4,365941200
202618314.7,239541870
199872920,241222780
190929442.9,233448980
193816864.2,239227800
100496146.8,134920770
95171578.08,122665016
73502963.78,100825310
73502963.78,116464264
73502963.78,114671080
73502963.78,99138890
73502963.78,88122470
82190667.82,94812750
293196654.3,283865600
282876195.9,309656740
399910804,426706020
351469596.9,394028540
338907422.6,388052740
349823484,399159000
361538938.5,415012640
368788007,405487330
363623054.7,424849200
361781024,434818140
352177791,442526240
295040034.5,328565020
215446756,252157900
222558041.9,256187860
227078713.7,249854140
236461131.6,256583970
100496146.8,105598620
92642462.35,104755096
73502963.78,65708370
73502963.78,65696736
73502963.78,68083490
73502963.78,67165576
73502963.78,66849524
82190667.82,82234730
324926465.1,310504670
332640501.4,332307870
442568736.3,424476740
379814502.1,387532580
351505290.7,389524800
357608263.6,406825660
396476390.7,430088670
359754848.5,418127600
346948005.3,404043740
351040760.7,404310850
366326982.2,416705400
373431936.4,318897860
302605992.3,231725700
279972769.7,247969100
256026065.8,237542640
256141107.2,234519420
100496146.8,96689780
92642462.35,89771660
62009312.35,54622076
62009312.35,54440700
62009312.35,53293052
62009312.35,52941176
62009312.35,52187080
62009312.35,44665530
366993479,266947950
326413946.5,253477920
344916779.8,295388480
345403055.9,296965700
335301625.2,294145060
336657597.2,290376500
309649896.3,234312290
305559296.6,234102580
305736451.5,231586900
304384637,228880080
287641995.5,226762000
90047730.34,171611870
78736963.1,68666630
72326786.35,67935736
72326786.35,65648230
72326786.35,67213304
72326786.35,68379100
72326786.35,67736670
62009312.35,52060388
62009312.35,52343616
62009312.35,51710284
62009312.35,51960430
62009312.35,51473440
62009312.35,51631452
78736963.1,70986280
49578835.1,60479844
49578835.1,65525944
49578835.1,67755704
49578835.1,67231064
49578835.1,64655090
49578835.1,71299464
49578835.1,77915624
49578835.1,86458760
49578835.1,82658580
49578835.1,90950380
69017587.1,103367320
72326786.35,88582264
72326786.35,85659990
72326786.35,86519020
72326786.35,87769944
72326786.35,86035760
72326786.35,87355160
73502963.78,93909500
73502963.78,92989950
73502963.78,92989950
73502963.78,93685440
73502963.78,91392240
82190667.82,79284750
420688581.3,228881230
432862491.2,280425470
487606706.9,454832480
440425977.9,421438050
439273911.5,426210500
453835590.6,441800800
461640032.4,475429120
455652653.1,474684060
443729434.7,457723650
442694996,467195840
451001385,475452670
372563644,367906620
292512591.2,252755860
292702798.7,251652770
288863252.9,243846580
296202043.9,239102610
100496146.8,128804680
92642462.35,118276640
73502963.78,98305944
73502963.78,94401640
73502963.78,90988660
73502963.78,88612584
73502963.78,89340120
82190667.82,73455020
279154138.7,220647500
309175287.6,273055940
436010316.3,451490080
434505427.7,427115650
444702337.4,430783300
471426175,447726620
491769617.6,472571420
503155083.2,486266200
494372589.6,478550400
493846894.2,485697060
481533189.2,499068740
371558178.5,369719200
273601468.2,251780100
269746563.3,249773630
260323285.2,240985630
261227566.1,237448880
100496146.8,131871000
92642462.35,126596500
73502963.78,106294170
73502963.78,104355090
73502963.78,103607730
73502963.78,99816670
73502963.78,100837416
82190667.82,87786184
273820568.3,230293120
339828871.2,278079650
481421756.9,458531700
434443764.9,427274980
424513130.3,425441280
445766132.9,439807040
466792369.1,472295260
462286786.6,491980500
426362390.6,475321000
383275135.9,448702900
370411107.6,449774900
328660360.3,331346940
226350511.2,216799440
225356612.7,231824290
228194117.6,229026320
236744837.5,236349730
100496146.8,111243064
92642462.35,109046570
73502963.78,76544060
73502963.78,75599304
73502963.78,75057630
73502963.78,71848680
73502963.78,68090430
82190667.82,92189490
383727497,377805980
342744546.9,358170780
430141984.9,437812860
372706442.3,379425950
353304479,366912640
353547027.5,377410980
356162815.7,405481180
348808052.4,391280670
343063787.5,391381660
342817631.8,397533200
345763968.1,410447580
319778224.3,320388830
239134855.2,247471490
247706026.4,250811150
250370967.1,244377760
263650664.5,255564180
100496146.8,98116490
92642462.35,97485710
73502963.78,72366840
73502963.78,71743830
73502963.78,68179064
73502963.78,67994760
73502963.78,68906660
82190667.82,92181010
415033690.4,291686460
355057541.8,342534240
430692320.4,446665340
368136252.9,388381020
352398832.9,389423420
379398192.2,415274720
392062527.5,433599070
395477837.9,432020830
394129687.7,428453760
398736355,432954400
405542604.1,442099230
342948460,340170940
259109438.1,237179650
256125291.5,231261040
247967822.5,223182450
247560578.9,224438980
100496146.8,105843624
92642462.35,98572360
62009312.35,55636344
62009312.35,55205030
62009312.35,55772756
62009312.35,57062492
62009312.35,60485964
62009312.35,42928676
292514512.3,235908110
264933743.6,237515470
296300088.9,272505120
294146095.2,285079800
276914740,289239940
281471635.7,302220030
241357059.1,255573310
228944949.6,256214060
222150567.8,259651970
220497650.3,253159980
226630098.8,248597630
195583221.5,196232130
78736963.1,132247770
72326786.35,106275490
72326786.35,103791490
72326786.35,100114490
72326786.35,93708290
72326786.35,87404070
62009312.35,76597900
62009312.35,77092500
62009312.35,81792880
62009312.35,85738840
62009312.35,83578940
62009312.35,80057816
78736963.1,106623880
49578835.1,64937852
110366583.1,123529144
118042037.8,136041280
158002854,132662856
138966558.2,125764450
161289836.9,131227096
138563090.5,130413384
162527637.2,152998220
141657790.4,180186050
158002426.6,178712210
140879693.8,157227070
103244667.5,125554300
72326786.35,119610690
72326786.35,110247350
72326786.35,98764010
72326786.35,94133624
72326786.35,89960650
73502963.78,97673220
73502963.78,94647400
73502963.78,94698536
73502963.78,97639550
73502963.78,101154790
82190667.82,94556920
284055573.7,241944590
329119360.7,282456260
474933297.6,469340900
436060256.6,449720670
437353367.9,449063460
470201694.3,466182720
492945799.4,482050500
499375294.2,497707740
477173785,492605280
470937967.3,499337380
460063639.9,510778200
357435357.1,375628700
249533456.9,262645800
239751844.3,252378660
225257962.3,239865460
222360849.7,237326290
100496146.8,155841570
92642462.35,144928260
73502963.78,112111000
73502963.78,108382170
73502963.78,108761464
73502963.78,105752010
73502963.78,95954030
82190667.82,95953496
265592126.7,265853490
293881875.3,300276320
400409932.7,436795200
354192245.8,406800420
340589299,387881540
344241181.5,395152220
352588468,420573020
343601730.7,409240580
325147505.8,401024930
328987583.3,412495900
347621467.1,419570980
337649499.7,332465950
241899280.7,226606820
242927484.2,244904160
243205775.6,243523760
248911355.2,250270620
100496146.8,109025440
92642462.35,102823790
73502963.78,86384696
73502963.78,86540360
73502963.78,88243896
73502963.78,92964310
73502963.78,96463940
82190667.82,113085096
363229933.7,353989980
369809515.9,330272640
462701119.6,414964540
391487040.8,389477900
364970202.1,384198880
359304288.3,389492300
384682682.4,426526240
350076082.2,400308600
333857919.7,394438080
333732536.6,393938270
356212686.8,394086980
358624749,337262560
271275326.4,249859710
265160660.7,258364460
