index,y_true,y_pred
416,78099972.9614355,114042368.03765246
417,107075868.79179195,143057226.17360556
418,78099972.9614355,103324828.84429047
419,78099972.9614355,72059846.33840996
420,86787676.9919473,88927812.38351676
421,268156588.12084612,337240578.36197644
422,334263830.0606664,422949474.2102162
423,550544568.305264,652807589.8676195
424,550266961.5875113,598377466.8952723
425,563890821.8080163,565869948.5997555
426,595957401.5114268,585169639.2863382
427,607765621.0635134,640949311.58794
428,610826533.5598713,650212827.9327414
429,615215961.6513052,606614509.6177509
430,646930690.0370122,620221697.1199956
431,679694491.4046596,662938712.8368509
432,543746772.1531205,552156340.8605831
433,381114597.31956863,361859067.2956226
434,330165690.9692389,356231217.4640237
435,314570623.7346718,353503394.690996
436,317433257.277799,339324312.9348105
437,169813204.6591348,190861676.24447608
438,133386832.24098586,167787996.7026776
439,139456788.93672392,161599156.89153194
440,78099972.9614355,131484300.55566627
441,78099972.9614355,107153821.04340842
442,78099972.9614355,94160113.14302328
443,136065435.10454395,151033007.1863757
444,86787676.9919473,140729080.015156
445,261782006.6207835,346229890.16399616
446,336144863.99759054,419944839.23717225
447,556451848.3410205,659065802.0274904
448,553686340.8216219,599943980.9907777
449,577516340.7834901,565171297.8937753
450,611658735.1565875,588625218.6826668
451,630833776.9014094,644450833.9637654
452,628956575.272206,642862109.4398534
453,601958652.0968114,597946878.5932541
454,602296860.5741224,603011256.892564
455,603977804.1274287,631181911.8149669
456,473826948.58688253,517553621.2480457
457,330808872.2363445,358947846.118894
458,311946926.3485792,356299034.68469787
459,306704600.94598335,343725436.4760884
460,313991482.8016224,332847761.18322396
461,105093155.9693533,167919058.50346786
462,153668158.52790427,189310394.1560254
463,107987784.57582034,114171894.2540743
464,78099972.9614355,108277258.28349397
465,78099972.9614355,98703394.92104372
466,107307102.30777036,124655244.20035827
467,108284117.44747762,127663406.94494861
468,86787676.9919473,122443420.59536716
469,266385440.09490138,350349490.30273944
470,347545964.3199223,420363738.8845078
471,554463836.9430639,627044344.5129715
472,526683930.91498876,594478546.5632727
473,523780068.83505243,592515319.8177838
474,548289559.7772073,614931409.4615886
475,578624136.5561811,644123528.267636
476,595617749.9007126,651914315.7421329
477,586785642.3097072,614547938.8667762
478,588632361.3065472,616516947.175488
479,602600862.3030099,645225508.2196848
480,484047754.71795976,518793325.2547753
481,347397254.94939,358196264.8788115
482,329666358.36477816,349632057.48157674
483,320286101.86451966,338253192.1477874
484,328544923.2411864,319419570.42432886
485,105093155.9693533,161105523.34109402
486,164955841.4656978,174653191.46916234
487,97677510.89029364,114766252.17480573
488,78099972.9614355,121836547.27836049
489,146895228.35561353,192125549.13792208
490,98667054.93228666,95476999.77012268
491,78099972.9614355,108229903.77671659
492,117611932.96133259,197459502.78610265
493,269549930.8794783,398231288.21492684
494,358477783.19243497,452288905.5407014
495,570044572.0132649,662428196.7882087
496,549476850.5975873,626655180.6827371
497,565114607.0653205,600185741.2240233
498,588354847.4579583,632317389.5536144
499,616103566.1995447,676926560.2436795
500,626150525.0093391,678054591.1972526
501,618567450.1912559,628362440.7833889
502,637516147.782918,632031762.4878775
503,655531509.2520287,667570892.2782794
504,537152042.9615582,548722598.2101821
505,369241664.34653854,362860087.64554715
506,336861688.9061572,363557981.70762
507,323149260.27510047,352198065.1380855
508,325420805.4218699,337582057.08685786
509,120421294.0363075,174446577.88896197
510,154107790.0040105,178010121.01700425
511,159657095.39883623,152926847.5707211
512,66606321.52290234,148736573.83705854
513,66606321.52290234,111687369.9837682
514,87535672.92521885,101073693.74130896
515,116452712.54000452,98887540.26022771
516,87276991.32068431,216627848.45319277
517,266599805.32624355,355876463.40111667
518,300245547.02665997,311604358.90684736
519,345768686.6452337,391520747.3839717
520,359279024.94703823,408687891.2130985
521,360695970.26661557,419538991.8221009
522,375993270.8264399,412295745.4038936
523,336276575.0183286,346445326.1714776
524,333511440.68562895,344496378.7859591
525,331250034.80476516,349911968.06981826
526,328415514.2849312,358489052.23187166
527,344963922.3363083,372660799.5116606
528,321592339.74672365,278642766.8181192
529,226010333.17405608,238678144.91600886
530,178203227.75724214,212001759.29360348
531,203943746.82203206,184935109.89615554
532,103697682.75807282,158124025.90263617
533,155831630.4814507,145094613.73933402
534,76923795.52290235,128774080.224033
535,66606321.52290234,117922074.79915905
536,66606321.52290234,102383785.32427779
537,66606321.52290234,90133036.23438603
538,66606321.52290234,79036683.35599908
539,66606321.52290234,70614514.72040635
540,66606321.52290234,64254428.41195315
541,131467911.75080498,63044597.26656249
542,177365206.72569194,151653271.8845427
543,168203163.26262954,208400983.57680845
544,198218858.9209983,212034555.43591744
545,183999635.49283832,192856769.81726524
546,214419373.7479926,189392023.51015365
547,190682481.4780528,187257864.6040523
548,220916485.64330098,195163123.06410003
549,208078813.6557923,196073843.8305943
550,246694681.65967005,214992448.2432813
551,231299371.39213303,216153788.7969199
552,252239472.91750887,217556674.2010559
553,217250529.81079307,202929439.3341701
554,213743562.41147736,198364196.66082993
555,179108288.2701668,184698693.7905383
556,177410907.14416483,158764031.39722604
557,112197626.61759712,153301560.02565295
558,131386455.75962433,138933163.63426435
559,66606321.52290234,152107323.97721997
560,78099972.9614355,122313052.52573156
561,78099972.9614355,105711687.71518704
562,108590942.47543064,66900774.54902074
563,78099972.9614355,90455747.96644104
564,86787676.9919473,172848723.9204278
565,268889754.33452797,349775322.6207089
566,342152508.4925759,454175911.4565658
567,564943366.7513827,658911760.9508088
568,562812150.2018578,578819675.2706008
569,577318882.038415,544961521.5843666
570,598957179.9937079,576175194.5272596
571,612746752.1186222,641033804.1481966
572,615805352.3279421,665872099.613239
573,615886769.912362,625465666.8369474
574,651384458.2664505,638273031.3200836
575,684706015.6695651,678321331.2636834
576,564111481.9895458,560605158.010291
577,408494593.90689856,373642792.9522368
578,354127411.8634892,360295187.8664375
579,324190551.76102316,358803494.1350491
580,322963477.3595864,343219242.9361176
581,137985751.49400905,183216040.34449872
582,160909482.79452237,170464190.1522025
583,86918383.29529114,169647306.50701207
584,78099972.9614355,137246119.0536842
585,106339285.94173738,155241120.38509968
586,78099972.9614355,129267420.63006783
587,78099972.9614355,83731944.76536828
588,86787676.9919473,98082008.22864637
589,268901863.3134299,337439110.4535774
590,333310874.57108456,409712013.8274652
591,553683815.8648747,658143284.9798739
592,558430850.1426165,587990497.383018
593,579335993.0335053,552590793.5726501
594,610689830.1192051,587585840.0553784
595,628626940.0991069,654961088.4665275
596,634084346.0914816,663405097.2021973
597,636318178.1497066,616115967.4298002
598,667057019.3259081,618997066.344874
599,692507117.3000771,661401105.1650103
600,556298689.5448664,555950023.1934371
601,394222418.8302263,365244151.1312799
602,345536421.86808544,356730399.51700056
603,326907283.27587175,354292842.33870727
604,326908055.01242125,341197457.6587697
605,182058521.27159876,190090817.37062
606,142827700.16817644,163180840.7191919
607,105898880.03383654,168480395.61329922
608,96857485.85445765,134946995.44291082
609,87138402.39564808,152275883.2554256
610,107056606.28149097,169138129.25339425
611,89258494.70448677,106787204.85775778
612,106792516.33059111,139772747.04099202
613,265962444.866993,346876378.0368348
614,339637548.38142186,434654944.1776524
615,566099628.3471824,664422315.6125858
616,566389465.579239,584716461.8929245
617,581924758.6680211,554846995.46721
618,613981754.0498224,587984867.3987758
619,634332883.4300615,647936748.478471
620,638249408.7152187,653566564.3174412
621,625804808.2876953,613638031.6553066
622,655662183.6364425,626339280.8848093
623,677804909.1884766,671288808.3786734
624,559521363.0912176,567341597.5371878
625,404535596.6339267,381989570.79295796
626,352822572.42061585,366436731.0454396
627,320059351.0197992,360490484.00191194
628,321405289.90122676,341793433.19940466
629,174012118.6821796,185370629.7527817
630,97239471.52577063,159552956.30345002
631,153907903.42015538,170478129.0590747
632,78099972.9614355,141269760.12557867
633,78099972.9614355,114045525.49635819
634,78099972.9614355,104632617.7205579
635,134165084.37326495,162405066.783812
636,86787676.9919473,140481620.93967634
637,264387387.03677008,353996901.78742146
638,334565635.86804867,439500047.5403091
639,563057247.6549814,661477396.9073434
640,561963322.0887538,581300745.8359764
641,570136430.8418298,561682466.1984435
642,585632357.7618548,615919135.3204021
643,604939279.3746256,669161776.5534091
644,619025193.456978,666407170.9923245
645,608865141.2546135,615827671.5217497
646,606849861.4941628,615919599.1940713
647,617399155.076878,649248340.0973314
648,504706656.8779237,536665193.465755
649,369486093.19912827,361356264.1164786
650,342834619.2866988,360619809.82627547
651,327039379.65610194,349959836.4635764
652,328060059.63283443,335403361.4240818
653,114638279.11929227,170103349.4771635
654,170928856.35156605,170877520.6685219
655,97145963.68608151,137734888.2428378
656,87249036.39203636,149139187.66096348
657,107334879.85845686,153435483.64101368
658,78099972.9614355,121993206.05205995
659,110111119.9755035,48382544.73014569
660,128821533.06206909,215316698.58416653
661,266171983.5124648,388467893.3101319
662,348101327.6468949,435229124.5629571
663,569173860.9441817,672228427.8196478
664,570654215.1983397,599255974.2931049
665,587056392.8774365,570147759.4369144
666,620484474.7744514,605977487.3221862
667,637338409.4417646,664868341.2011433
668,646651658.0459422,664737794.7536526
669,640725408.0284142,616729558.8667852
670,666192026.0058846,623960344.3111134
671,697578247.3868438,668470847.4732113
672,575599364.4749693,566748595.9912262
673,428177349.01753956,383170251.81274927
674,373777479.92193377,364542260.6311027
675,338427760.4909412,362906662.6719531
676,338375404.2393923,347414870.6164295
677,171777055.01203698,191199178.66302568
678,189460590.7553981,178777490.74744922
679,150249390.163919,168914556.90660846
680,84589094.32546784,159703335.2764089
681,66606321.52290234,122886163.23812827
682,66606321.52290234,99632632.40962142
683,66606321.52290234,82667363.7977153
684,66606321.52290234,149464341.26753843
685,273965222.6353941,332970255.2713316
686,291415097.93665373,318701175.93780327
687,341863189.3127015,418388178.98614335
688,374522497.64354885,394010883.5338113
689,381073568.11467445,378505007.08491415
690,390963464.7191353,384153726.38103735
691,335167269.5905567,350588713.0099041
692,330027919.83684987,346701138.0819713
693,332092350.27320516,351099982.0771028
694,337634599.2648372,363862976.40775335
695,352305331.12104076,377708459.6386153
696,336633666.8722596,281913603.78189635
697,248577211.42840618,240599363.39094514
698,194530080.85870546,215335974.30631927
699,211370274.32931748,188045864.7974503
700,167259474.71630737,169876141.41890514
701,134631183.3320809,148123000.37251654
702,93677710.02663927,169858440.17350876
703,93717573.13826528,105306035.0635697
704,66606321.52290234,114999671.72197953
705,66606321.52290234,111581778.213878
706,66606321.52290234,97014426.19846654
707,66606321.52290234,84554435.36509427
708,66606321.52290234,74964176.48551151
709,73614596.27317692,60767901.03266531
710,196758122.69183454,149962333.13143155
711,167910914.32904917,205913976.29417902
712,210568069.38450763,172080105.0458092
713,186363956.1510068,180724488.3198874
714,233342808.9538709,151183432.71898368
715,198074164.42659688,184471384.5028447
716,249358476.84429815,193988048.12819892
717,210093725.62767956,208059549.53469697
718,265457975.3546389,203619028.89742935
719,218389191.75222,218775179.92126107
720,264045294.93176678,209333097.28796434
721,190024920.6158188,196512245.41288987
722,210492218.17343447,185936018.786122
723,181259012.2515362,186398725.65143505
724,192773398.23279914,158681829.7288004
725,178131882.18035772,150764786.62786597
726,98392217.5274568,141790952.21848127
727,118177900.86706455,171063539.9146092
728,152153376.0271812,179107025.0215186
729,78099972.9614355,164475141.05576557
730,105769166.38422754,92561983.74532607
731,78099972.9614355,110654581.17553356
732,86787676.9919473,191737883.1009028
733,257475528.33943373,352574032.1295816
734,335621957.5725125,447080278.92717826
735,560276752.3959819,648811751.373214
736,569348343.4176985,564374170.0646253
737,592662088.3161182,531898219.05906665
738,618760476.1861619,578411489.8367877
739,641272122.8458292,640852970.2186811
740,652051258.1786731,661331490.417089
741,637457076.9145085,621188274.1337919
742,673041881.0917684,633888946.0009446
743,701606829.656194,672671392.3090754
744,572517165.2097254,563380462.2597108
745,431692851.458042,380462696.04202735
746,381139282.2532404,362028823.540886
747,343164333.70375526,360513879.49183863
748,338161897.4177865,348679948.7337444
749,171539336.52537474,194536779.57610315
750,186753835.5971461,182900572.6989399
751,151506290.6896308,174825918.42686486
752,96038106.80093476,171083160.2279464
753,134265776.85624555,129499613.61273855
754,78099972.9614355,138477458.87265855
755,78099972.9614355,95000308.03293857
756,86787676.9919473,168394690.86851573
757,267932547.58316964,347454989.7331505
758,343741795.91032755,448559828.8287376
759,575940984.927413,649372077.8493836
760,570080049.7864132,576110980.4889444
761,581312304.4455041,547582708.015768
762,610455638.45643,586179498.7512962
763,631007330.1822065,648492065.958858
764,639494355.9244467,660528326.5433309
765,640078205.7226633,619803739.6382954
766,674863226.0261344,633886732.5832567
767,707566518.2331372,679002274.9393059
768,577529272.8163981,574270492.5512872
769,425024683.31712985,387087219.655758
770,371948377.7307766,367767537.2034585
771,329565861.3642242,359297877.5689645
772,321912172.2574362,344767698.9243464
773,180304597.70903462,192492606.9908976
774,167435709.0034685,181051088.63310093
775,158296590.14212525,179849961.5291113
776,95941007.27329679,155053658.82439497
777,86759131.70152557,160932770.16580993
778,78099972.9614355,127290859.0490686
